# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-11-12 16:15:49 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10194200 CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10194200
#            TS   parameter     statistic     Description
#        143798       00060     00003     Discharge, cubic feet per second (Mean)
#        237564       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143798_00060_00003	143798_00060_00003_cd	237564_00065_00003	237564_00065_00003_cd
USGS	10194200	2013-08-19	21.4	A		
USGS	10194200	2013-08-20	22.6	A		
USGS	10194200	2013-08-21	19.7	A		
USGS	10194200	2013-08-22	20.0	A		
USGS	10194200	2013-08-23	20.3	A		
USGS	10194200	2013-08-24	20.7	A		
USGS	10194200	2013-08-25	20.7	A		
USGS	10194200	2013-08-26	20.6	A		
USGS	10194200	2013-08-27	21.7	A		
USGS	10194200	2013-08-28	21.3	A		
USGS	10194200	2013-08-29	20.6	A		
USGS	10194200	2013-08-30	20.4	A		
USGS	10194200	2013-08-31	23.3	A		
USGS	10194200	2013-09-01	26.8	A		
USGS	10194200	2013-09-02	39.8	A		
USGS	10194200	2013-09-03	36.6	A		
USGS	10194200	2013-09-04	35.9	A		
USGS	10194200	2013-09-05	30.9	A		
USGS	10194200	2013-09-06	28.9	A		
USGS	10194200	2013-09-07	28.1	A		
USGS	10194200	2013-09-08	30.7	A		
USGS	10194200	2013-09-09	29.4	A		
USGS	10194200	2013-09-10	40.0	A		
USGS	10194200	2013-09-11	33.4	A		
USGS	10194200	2013-09-12	31.1	A		
USGS	10194200	2013-09-13	29.7	A		
USGS	10194200	2013-09-14	28.7	A		
USGS	10194200	2013-09-15	26.9	A		
USGS	10194200	2013-09-16	25.2	A		
USGS	10194200	2013-09-17	24.2	A		
USGS	10194200	2013-09-18	23.3	A		
USGS	10194200	2013-09-19	23.0	A		
USGS	10194200	2013-09-20	22.5	A		
USGS	10194200	2013-09-21	21.8	A		
USGS	10194200	2013-09-22	21.6	A		
USGS	10194200	2013-09-23	21.6	A		
USGS	10194200	2013-09-24	20.7	A		
USGS	10194200	2013-09-25	20.0	A		
USGS	10194200	2013-09-26	20.4	A		
USGS	10194200	2013-09-27	21.2	A		
USGS	10194200	2013-09-28	20.5	A		
USGS	10194200	2013-09-29	19.9	A		
USGS	10194200	2013-09-30	19.1	A		
USGS	10194200	2013-10-01	18.8	A		
USGS	10194200	2013-10-02	18.4	A		
USGS	10194200	2013-10-03	18.3	A		
USGS	10194200	2013-10-04	18.8	A		
USGS	10194200	2013-10-05	18.4	A		
USGS	10194200	2013-10-06	18.5	A		
USGS	10194200	2013-10-07	18.2	A		
USGS	10194200	2013-10-08	17.7	A		
USGS	10194200	2013-10-09	17.8	A		
USGS	10194200	2013-10-10	18.8	A		
USGS	10194200	2013-10-11	19.5	A		
USGS	10194200	2013-10-12	18.4	A		
USGS	10194200	2013-10-13	18.2	A		
USGS	10194200	2013-10-14	18.9	A		
USGS	10194200	2013-10-15	18.0	A		
USGS	10194200	2013-10-16	17.6	A		
USGS	10194200	2013-10-17	17.4	A		
USGS	10194200	2013-10-18	17.2	A		
USGS	10194200	2013-10-19	17.0	A		
USGS	10194200	2013-10-20	16.9	A		
USGS	10194200	2013-10-21	16.8	A		
USGS	10194200	2013-10-22	16.7	A		
USGS	10194200	2013-10-23	16.4	A		
USGS	10194200	2013-10-24	16.3	A		
USGS	10194200	2013-10-25	16.2	A		
USGS	10194200	2013-10-26	16.0	A		
USGS	10194200	2013-10-27	15.8	A		
USGS	10194200	2013-10-28	16.3	A		
USGS	10194200	2013-10-29	18.4	A		
USGS	10194200	2013-10-30	17.4	A		
USGS	10194200	2013-10-31	16.2	A		
USGS	10194200	2013-11-01	16.2	A		
USGS	10194200	2013-11-02	15.9	A		
USGS	10194200	2013-11-03	16.7	A		
USGS	10194200	2013-11-04	15.2	A		
USGS	10194200	2013-11-05	15.0	A:e		
USGS	10194200	2013-11-06	16.0	A:e		
USGS	10194200	2013-11-07	17.0	A		
USGS	10194200	2013-11-08	16.4	A		
USGS	10194200	2013-11-09	15.4	A		
USGS	10194200	2013-11-10	15.0	A		
USGS	10194200	2013-11-11	14.7	A		
USGS	10194200	2013-11-12	14.5	A		
USGS	10194200	2013-11-13	14.6	A		
USGS	10194200	2013-11-14	14.4	A		
USGS	10194200	2013-11-15	14.7	A		
USGS	10194200	2013-11-16	14.6	A		
USGS	10194200	2013-11-17	14.5	A		
USGS	10194200	2013-11-18	13.3	A		
USGS	10194200	2013-11-19	14.5	A		
USGS	10194200	2013-11-20	14.4	A		
USGS	10194200	2013-11-21	15.5	A		
USGS	10194200	2013-11-22	15.0	A		
USGS	10194200	2013-11-23	14.8	A		
USGS	10194200	2013-11-24	14.9	A		
USGS	10194200	2013-11-25	13.2	A		
USGS	10194200	2013-11-26	12.2	A		
USGS	10194200	2013-11-27	13.0	A		
USGS	10194200	2013-11-28	13.1	A		
USGS	10194200	2013-11-29	12.0	A		
USGS	10194200	2013-11-30	11.4	A		
USGS	10194200	2013-12-01	11.3	A		
USGS	10194200	2013-12-02	13.4	A		
USGS	10194200	2013-12-03	13.5	A		
USGS	10194200	2013-12-04	6.46	A		
USGS	10194200	2013-12-05	6.50	A:e		
USGS	10194200	2013-12-06	6.30	A:e		
USGS	10194200	2013-12-07	6.10	A:e		
USGS	10194200	2013-12-08	6.10	A:e		
USGS	10194200	2013-12-09	6.10	A:e		
USGS	10194200	2013-12-10	6.47	A		
USGS	10194200	2013-12-11	8.07	A		
USGS	10194200	2013-12-12	9.08	A		
USGS	10194200	2013-12-13	10.5	A		
USGS	10194200	2013-12-14	11.0	A		
USGS	10194200	2013-12-15	10.8	A		
USGS	10194200	2013-12-16	11.2	A		
USGS	10194200	2013-12-17	11.6	A		
USGS	10194200	2013-12-18	12.6	A		
USGS	10194200	2013-12-19	15.2	A		
USGS	10194200	2013-12-20	14.3	A		
USGS	10194200	2013-12-21	13.5	A		
USGS	10194200	2013-12-22	13.8	A		
USGS	10194200	2013-12-23	14.1	A		
USGS	10194200	2013-12-24	13.0	A		
USGS	10194200	2013-12-25	11.0	A:e		
USGS	10194200	2013-12-26	9.00	A:e		
USGS	10194200	2013-12-27	8.79	A		
USGS	10194200	2013-12-28	11.9	A		
USGS	10194200	2013-12-29	9.81	A		
USGS	10194200	2013-12-30	7.88	A		
USGS	10194200	2013-12-31	12.5	A		
USGS	10194200	2014-01-01	13.5	A		
USGS	10194200	2014-01-02	10.7	A		
USGS	10194200	2014-01-03	11.7	A		
USGS	10194200	2014-01-04	13.0	A		
USGS	10194200	2014-01-05	10.0	A:e		
USGS	10194200	2014-01-06	9.00	A:e		
USGS	10194200	2014-01-07	10.6	A		
USGS	10194200	2014-01-08	13.9	A		
USGS	10194200	2014-01-09	14.4	A		
USGS	10194200	2014-01-10	12.8	A		
USGS	10194200	2014-01-11	12.5	A		
USGS	10194200	2014-01-12	12.7	A		
USGS	10194200	2014-01-13	11.6	A		
USGS	10194200	2014-01-14	11.7	A		
USGS	10194200	2014-01-15	11.0	A		
USGS	10194200	2014-01-16	10.6	A		
USGS	10194200	2014-01-17	10.3	A		
USGS	10194200	2014-01-18	10.9	A		
USGS	10194200	2014-01-19	11.4	A		
USGS	10194200	2014-01-20	11.9	A		
USGS	10194200	2014-01-21	10.8	A		
USGS	10194200	2014-01-22	11.9	A		
USGS	10194200	2014-01-23	10.9	A		
USGS	10194200	2014-01-24	8.50	A:e		
USGS	10194200	2014-01-25	8.67	A		
USGS	10194200	2014-01-26	10.9	A		
USGS	10194200	2014-01-27	11.2	A		
USGS	10194200	2014-01-28	13.1	A		
USGS	10194200	2014-01-29	13.2	A		
USGS	10194200	2014-01-30	17.8	A		
USGS	10194200	2014-01-31	12.9	A		
USGS	10194200	2014-02-01	12.1	A		
USGS	10194200	2014-02-02	12.0	A:e		
USGS	10194200	2014-02-03	14.2	A		
USGS	10194200	2014-02-04	12.5	A		
USGS	10194200	2014-02-05	10.0	A:e		
USGS	10194200	2014-02-06	10.0	A:e		
USGS	10194200	2014-02-07	12.9	A		
USGS	10194200	2014-02-08	12.3	A		
USGS	10194200	2014-02-09	49.3	A		
USGS	10194200	2014-02-10	30.5	A		
USGS	10194200	2014-02-11	16.3	A		
USGS	10194200	2014-02-12	16.0	A		
USGS	10194200	2014-02-13	20.2	A		
USGS	10194200	2014-02-14	19.0	A		
USGS	10194200	2014-02-15	18.1	A		
USGS	10194200	2014-02-16	17.2	A		
USGS	10194200	2014-02-17	16.2	A		
USGS	10194200	2014-02-18	15.5	A		
USGS	10194200	2014-02-19	15.1	A		
USGS	10194200	2014-02-20	11.2	A		
USGS	10194200	2014-02-21	14.4	A		
USGS	10194200	2014-02-22	14.1	A		
USGS	10194200	2014-02-23	13.6	A		
USGS	10194200	2014-02-24	14.4	A		
USGS	10194200	2014-02-25	14.4	A		
USGS	10194200	2014-02-26	14.5	A		
USGS	10194200	2014-02-27	15.9	A		
USGS	10194200	2014-02-28	15.2	A		
USGS	10194200	2014-03-01	18.1	A		
USGS	10194200	2014-03-02	15.6	A		
USGS	10194200	2014-03-03	15.8	A		
USGS	10194200	2014-03-04	16.4	A		
USGS	10194200	2014-03-05	15.2	A		
USGS	10194200	2014-03-06	15.7	A		
USGS	10194200	2014-03-07	18.7	A		
USGS	10194200	2014-03-08	15.7	A		
USGS	10194200	2014-03-09	15.1	A		
USGS	10194200	2014-03-10	16.4	A		
USGS	10194200	2014-03-11	16.9	A		
USGS	10194200	2014-03-12	15.4	A		
USGS	10194200	2014-03-13	16.1	A		
USGS	10194200	2014-03-14	15.3	A		
USGS	10194200	2014-03-15	16.2	A		
USGS	10194200	2014-03-16	15.4	A		
USGS	10194200	2014-03-17	16.9	A		
USGS	10194200	2014-03-18	16.3	A		
USGS	10194200	2014-03-19	14.6	A		
USGS	10194200	2014-03-20	16.5	A		
USGS	10194200	2014-03-21	17.0	A		
USGS	10194200	2014-03-22	16.8	A		
USGS	10194200	2014-03-23	15.4	A		
USGS	10194200	2014-03-24	16.3	A		
USGS	10194200	2014-03-25	16.7	A		
USGS	10194200	2014-03-26	18.9	A		
USGS	10194200	2014-03-27	18.4	A		
USGS	10194200	2014-03-28	17.4	A		
USGS	10194200	2014-03-29	17.1	A		
USGS	10194200	2014-03-30	17.6	A		
USGS	10194200	2014-03-31	16.0	A		
USGS	10194200	2014-04-01	18.5	A		
USGS	10194200	2014-04-02	17.8	A		
USGS	10194200	2014-04-03	17.2	A		
USGS	10194200	2014-04-04	16.7	A		
USGS	10194200	2014-04-05	16.5	A		
USGS	10194200	2014-04-06	16.2	A		
USGS	10194200	2014-04-07	16.0	A		
USGS	10194200	2014-04-08	17.9	A		
USGS	10194200	2014-04-09	20.9	A		
USGS	10194200	2014-04-10	24.8	A		
USGS	10194200	2014-04-11	29.7	A		
USGS	10194200	2014-04-12	33.9	A		
USGS	10194200	2014-04-13	36.4	A		
USGS	10194200	2014-04-14	33.1	A		
USGS	10194200	2014-04-15	31.3	A		
USGS	10194200	2014-04-16	31.3	A		
USGS	10194200	2014-04-17	31.4	A		
USGS	10194200	2014-04-18	36.6	A		
USGS	10194200	2014-04-19	40.6	A		
USGS	10194200	2014-04-20	43.1	A		
USGS	10194200	2014-04-21	47.0	A		
USGS	10194200	2014-04-22	54.7	A		
USGS	10194200	2014-04-23	58.9	A		
USGS	10194200	2014-04-24	54.1	A		
USGS	10194200	2014-04-25	52.0	A		
USGS	10194200	2014-04-26	56.2	A		
USGS	10194200	2014-04-27	51.8	A		
USGS	10194200	2014-04-28	46.6	A		
USGS	10194200	2014-04-29	42.6	A		
USGS	10194200	2014-04-30	39.1	A		
USGS	10194200	2014-05-01	36.9	A		
USGS	10194200	2014-05-02	36.1	A		
USGS	10194200	2014-05-03	37.6	A		
USGS	10194200	2014-05-04	43.4	A		
USGS	10194200	2014-05-05	53.5	A		
USGS	10194200	2014-05-06	58.4	A		
USGS	10194200	2014-05-07	59.1	A		
USGS	10194200	2014-05-08	55.4	A		
USGS	10194200	2014-05-09	49.5	A		
USGS	10194200	2014-05-10	46.3	A		
USGS	10194200	2014-05-11	53.1	A		
USGS	10194200	2014-05-12	49.7	A		
USGS	10194200	2014-05-13	48.3	A		
USGS	10194200	2014-05-14	53.9	A		
USGS	10194200	2014-05-15	63.0	A		
USGS	10194200	2014-05-16	70.8	A		
USGS	10194200	2014-05-17	72.6	A		
USGS	10194200	2014-05-18	75.0	A		
USGS	10194200	2014-05-19	79.2	A		
USGS	10194200	2014-05-20	85.5	A		
USGS	10194200	2014-05-21	85.4	A		
USGS	10194200	2014-05-22	79.8	A		
USGS	10194200	2014-05-23	78.3	A		
USGS	10194200	2014-05-24	73.5	A		
USGS	10194200	2014-05-25	68.5	A		
USGS	10194200	2014-05-26	69.0	A		
USGS	10194200	2014-05-27	77.5	A		
USGS	10194200	2014-05-28	85.3	A		
USGS	10194200	2014-05-29	95.7	A		
USGS	10194200	2014-05-30	92.0	A		
USGS	10194200	2014-05-31	87.6	A		
USGS	10194200	2014-06-01	85.2	A		
USGS	10194200	2014-06-02	80.1	A		
USGS	10194200	2014-06-03	73.8	A		
USGS	10194200	2014-06-04	70.0	A		
USGS	10194200	2014-06-05	66.7	A		
USGS	10194200	2014-06-06	63.8	A		
USGS	10194200	2014-06-07	61.2	A		
USGS	10194200	2014-06-08	57.6	A		
USGS	10194200	2014-06-09	55.9	A		
USGS	10194200	2014-06-10	54.6	A		
USGS	10194200	2014-06-11	54.0	A		
USGS	10194200	2014-06-12	52.8	A		
USGS	10194200	2014-06-13	50.3	A		
USGS	10194200	2014-06-14	49.1	A		
USGS	10194200	2014-06-15	46.3	A		
USGS	10194200	2014-06-16	44.1	A		
USGS	10194200	2014-06-17	42.7	A		
USGS	10194200	2014-06-18	47.9	A		
USGS	10194200	2014-06-19	46.3	A		
USGS	10194200	2014-06-20	44.4	A		
USGS	10194200	2014-06-21	42.5	A		
USGS	10194200	2014-06-22	40.7	A		
USGS	10194200	2014-06-23	38.6	A		
USGS	10194200	2014-06-24	34.4	A		
USGS	10194200	2014-06-25	31.6	A		
USGS	10194200	2014-06-26	30.6	A		
USGS	10194200	2014-06-27	31.0	A		
USGS	10194200	2014-06-28	29.2	A		
USGS	10194200	2014-06-29	27.1	A		
USGS	10194200	2014-06-30	25.9	A		
USGS	10194200	2014-07-01	25.3	A		
USGS	10194200	2014-07-02	24.3	A		
USGS	10194200	2014-07-03	23.2	A		
USGS	10194200	2014-07-04	22.9	A		
USGS	10194200	2014-07-05	22.7	A		
USGS	10194200	2014-07-06	23.2	A		
USGS	10194200	2014-07-07	22.2	A		
USGS	10194200	2014-07-08	29.9	A		
USGS	10194200	2014-07-09	25.7	A		
USGS	10194200	2014-07-10	23.9	A		
USGS	10194200	2014-07-11	24.1	A		
USGS	10194200	2014-07-12	21.1	A		
USGS	10194200	2014-07-13	18.7	A		
USGS	10194200	2014-07-14	17.8	A		
USGS	10194200	2014-07-15	17.6	A		
USGS	10194200	2014-07-16	18.6	A		
USGS	10194200	2014-07-17	16.8	A		
USGS	10194200	2014-07-18	16.2	A		
USGS	10194200	2014-07-19	15.6	A		
USGS	10194200	2014-07-20	15.2	A		
USGS	10194200	2014-07-21	14.2	A		
USGS	10194200	2014-07-22	13.9	A		
USGS	10194200	2014-07-23	13.2	A		
USGS	10194200	2014-07-24	12.6	A		
USGS	10194200	2014-07-25	11.7	A		
USGS	10194200	2014-07-26	13.4	A		
USGS	10194200	2014-07-27	15.8	A		
USGS	10194200	2014-07-28	18.5	A		
USGS	10194200	2014-07-29	52.5	A		
USGS	10194200	2014-07-30	23.8	A		
USGS	10194200	2014-07-31	17.8	A		
USGS	10194200	2014-08-01	16.8	A		
USGS	10194200	2014-08-02	15.9	A		
USGS	10194200	2014-08-03	16.1	A		
USGS	10194200	2014-08-04	16.5	A		
USGS	10194200	2014-08-05	15.4	A		
USGS	10194200	2014-08-06	14.6	A		
USGS	10194200	2014-08-07	14.1	A		
USGS	10194200	2014-08-08	13.6	A		
USGS	10194200	2014-08-09	13.5	A		
USGS	10194200	2014-08-10	13.1	A		
USGS	10194200	2014-08-11	13.1	A		
USGS	10194200	2014-08-12	13.9	A		
USGS	10194200	2014-08-13	14.1	A		
USGS	10194200	2014-08-14	13.6	A		
USGS	10194200	2014-08-15	12.7	A		
USGS	10194200	2014-08-16	11.9	A		
USGS	10194200	2014-08-17	11.4	A		
USGS	10194200	2014-08-18	11.3	A		
USGS	10194200	2014-08-19	15.9	A		
USGS	10194200	2014-08-20	16.7	A		
USGS	10194200	2014-08-21	19.4	A		
USGS	10194200	2014-08-22	16.0	A		
USGS	10194200	2014-08-23	39.5	A		
USGS	10194200	2014-08-24	24.8	A		
USGS	10194200	2014-08-25	22.5	A		
USGS	10194200	2014-08-26	21.2	A		
USGS	10194200	2014-08-27	21.5	A		
USGS	10194200	2014-08-28	19.6	A		
USGS	10194200	2014-08-29	18.6	A		
USGS	10194200	2014-08-30	17.8	A		
USGS	10194200	2014-08-31	16.7	A		
USGS	10194200	2014-09-01	16.8	A		
USGS	10194200	2014-09-02	16.3	A		
USGS	10194200	2014-09-03	15.6	A		
USGS	10194200	2014-09-04	15.5	A		
USGS	10194200	2014-09-05	15.9	A		
USGS	10194200	2014-09-06	16.0	A		
USGS	10194200	2014-09-07	15.1	A		
USGS	10194200	2014-09-08	16.1	A		
USGS	10194200	2014-09-09	27.5	A		
USGS	10194200	2014-09-10	24.1	A		
USGS	10194200	2014-09-11	18.7	A		
USGS	10194200	2014-09-12	18.1	A		
USGS	10194200	2014-09-13	17.5	A		
USGS	10194200	2014-09-14	16.8	A		
USGS	10194200	2014-09-15	16.5	A		
USGS	10194200	2014-09-16	16.2	A		
USGS	10194200	2014-09-17	16.1	A		
USGS	10194200	2014-09-18	16.2	A		
USGS	10194200	2014-09-19	15.7	A		
USGS	10194200	2014-09-20	15.7	A		
USGS	10194200	2014-09-21	18.8	A		
USGS	10194200	2014-09-22	19.4	A		
USGS	10194200	2014-09-23	17.4	A		
USGS	10194200	2014-09-24	17.2	A		
USGS	10194200	2014-09-25	16.6	A		
USGS	10194200	2014-09-26	16.2	A		
USGS	10194200	2014-09-27	45.3	A		
USGS	10194200	2014-09-28	46.3	A		
USGS	10194200	2014-09-29	37.1	A		
USGS	10194200	2014-09-30	32.2	A		
USGS	10194200	2014-10-01	31.5	A		
USGS	10194200	2014-10-02	29.2	A		
USGS	10194200	2014-10-03	27.7	A		
USGS	10194200	2014-10-04	26.4	A		
USGS	10194200	2014-10-05	25.4	A		
USGS	10194200	2014-10-06	24.5	A		
USGS	10194200	2014-10-07	24.5	A		
USGS	10194200	2014-10-08	24.1	A		
USGS	10194200	2014-10-09	22.7	A		
USGS	10194200	2014-10-10	22.4	A		
USGS	10194200	2014-10-11	22.0	A		
USGS	10194200	2014-10-12	21.6	A		
USGS	10194200	2014-10-13	21.4	A		
USGS	10194200	2014-10-14	20.6	A		
USGS	10194200	2014-10-15	20.7	A		
USGS	10194200	2014-10-16	21.0	A		
USGS	10194200	2014-10-17	21.7	A		
USGS	10194200	2014-10-18	21.6	A		
USGS	10194200	2014-10-19	21.5	A		
USGS	10194200	2014-10-20	21.2	A		
USGS	10194200	2014-10-21	20.3	A		
USGS	10194200	2014-10-22	19.8	A		
USGS	10194200	2014-10-23	19.7	A		
USGS	10194200	2014-10-24	19.1	A		
USGS	10194200	2014-10-25	18.7	A		
USGS	10194200	2014-10-26	18.2	A		
USGS	10194200	2014-10-27	18.2	A		
USGS	10194200	2014-10-28	18.3	A		
USGS	10194200	2014-10-29	18.0	A		
USGS	10194200	2014-10-30	17.8	A		
USGS	10194200	2014-10-31	17.6	A		
USGS	10194200	2014-11-01	17.5	A		
USGS	10194200	2014-11-02	18.6	A		
USGS	10194200	2014-11-03	17.5	A		
USGS	10194200	2014-11-04	15.1	A		
USGS	10194200	2014-11-05	17.5	A		
USGS	10194200	2014-11-06	16.5	A		
USGS	10194200	2014-11-07	15.8	A		
USGS	10194200	2014-11-08	14.8	A		
USGS	10194200	2014-11-09	14.1	A		
USGS	10194200	2014-11-10	13.7	A		
USGS	10194200	2014-11-11	12.8	A		
USGS	10194200	2014-11-12	12.1	A		
USGS	10194200	2014-11-13	11.7	A		
USGS	10194200	2014-11-14	12.3	A		
USGS	10194200	2014-11-15	11.3	A		
USGS	10194200	2014-11-16	8.07	A		
USGS	10194200	2014-11-17	8.16	A		
USGS	10194200	2014-11-18	11.1	A		
USGS	10194200	2014-11-19	16.6	A		
USGS	10194200	2014-11-20	25.0	A		
USGS	10194200	2014-11-21	22.0	A		
USGS	10194200	2014-11-22	21.3	A		
USGS	10194200	2014-11-23	21.6	A		
USGS	10194200	2014-11-24	17.0	A		
USGS	10194200	2014-11-25	16.8	A		
USGS	10194200	2014-11-26	17.8	A		
USGS	10194200	2014-11-27	16.1	A		
USGS	10194200	2014-11-28	16.2	A		
USGS	10194200	2014-11-29	15.6	A		
USGS	10194200	2014-11-30	15.2	A		
USGS	10194200	2014-12-01	14.9	A		
USGS	10194200	2014-12-02	14.7	A		
USGS	10194200	2014-12-03	15.3	A		
USGS	10194200	2014-12-04	15.8	A		
USGS	10194200	2014-12-05	15.8	A		
USGS	10194200	2014-12-06	15.1	A		
USGS	10194200	2014-12-07	14.9	A		
USGS	10194200	2014-12-08	14.7	A		
USGS	10194200	2014-12-09	13.9	A		
USGS	10194200	2014-12-10	15.3	A		
USGS	10194200	2014-12-11	16.6	A		
USGS	10194200	2014-12-12	15.8	A		
USGS	10194200	2014-12-13	16.0	A		
USGS	10194200	2014-12-14	14.4	A		
USGS	10194200	2014-12-15	9.65	A		
USGS	10194200	2014-12-16	15.0	A		
USGS	10194200	2014-12-17	14.0	A		
USGS	10194200	2014-12-18	13.1	A		
USGS	10194200	2014-12-19	10.6	A		
USGS	10194200	2014-12-20	13.5	A		
USGS	10194200	2014-12-21	13.2	A		
USGS	10194200	2014-12-22	13.7	A		
USGS	10194200	2014-12-23	11.4	A		
USGS	10194200	2014-12-24	8.88	A		
USGS	10194200	2014-12-25	12.8	A		
USGS	10194200	2014-12-26	9.76	A		
USGS	10194200	2014-12-27	7.01	A		
USGS	10194200	2014-12-28	8.56	A		
USGS	10194200	2014-12-29	10.7	A		
USGS	10194200	2014-12-30	10.1	A		
USGS	10194200	2014-12-31	7.04	A:e		
USGS	10194200	2015-01-01	8.00	A:e		
USGS	10194200	2015-01-02	8.78	A		
USGS	10194200	2015-01-03	10.7	A		
USGS	10194200	2015-01-04	12.4	A		
USGS	10194200	2015-01-05	13.7	A		
USGS	10194200	2015-01-06	15.1	A		
USGS	10194200	2015-01-07	15.7	A		
USGS	10194200	2015-01-08	16.6	A		
USGS	10194200	2015-01-09	16.6	A		
USGS	10194200	2015-01-10	17.3	A		
USGS	10194200	2015-01-11	18.8	A		
USGS	10194200	2015-01-12	17.8	A		
USGS	10194200	2015-01-13	18.0	A		
USGS	10194200	2015-01-14	17.2	A		
USGS	10194200	2015-01-15	13.6	A		
USGS	10194200	2015-01-16	14.2	A		
USGS	10194200	2015-01-17	14.5	A		
USGS	10194200	2015-01-18	14.3	A		
USGS	10194200	2015-01-19	14.8	A		
USGS	10194200	2015-01-20	14.4	A		
USGS	10194200	2015-01-21	14.5	A		
USGS	10194200	2015-01-22	9.45	A		
USGS	10194200	2015-01-23	12.1	A		
USGS	10194200	2015-01-24	12.9	A		
USGS	10194200	2015-01-25	14.4	A		
USGS	10194200	2015-01-26	15.2	A		
USGS	10194200	2015-01-27	15.2	A		
USGS	10194200	2015-01-28	15.0	A		
USGS	10194200	2015-01-29	15.2	A		
USGS	10194200	2015-01-30	16.5	A		
USGS	10194200	2015-01-31	16.4	A		
USGS	10194200	2015-02-01	14.6	A		
USGS	10194200	2015-02-02	15.2	A		
USGS	10194200	2015-02-03	15.1	A		
USGS	10194200	2015-02-04	15.1	A		
USGS	10194200	2015-02-05	15.0	A		
USGS	10194200	2015-02-06	15.4	A		
USGS	10194200	2015-02-07	15.9	A		
USGS	10194200	2015-02-08	16.2	A		
USGS	10194200	2015-02-09	16.7	A		
USGS	10194200	2015-02-10	17.6	A		
USGS	10194200	2015-02-11	16.0	A		
USGS	10194200	2015-02-12	15.8	A		
USGS	10194200	2015-02-13	16.5	A		
USGS	10194200	2015-02-14	16.5	A		
USGS	10194200	2015-02-15	17.1	A		
USGS	10194200	2015-02-16	15.7	A		
USGS	10194200	2015-02-17	14.3	A		
USGS	10194200	2015-02-18	15.8	A		
USGS	10194200	2015-02-19	16.3	A		
USGS	10194200	2015-02-20	16.2	A		
USGS	10194200	2015-02-21	15.7	A		
USGS	10194200	2015-02-22	16.5	A		
USGS	10194200	2015-02-23	15.8	A		
USGS	10194200	2015-02-24	15.6	A		
USGS	10194200	2015-02-25	15.1	A		
USGS	10194200	2015-02-26	16.1	A		
USGS	10194200	2015-02-27	16.3	A		
USGS	10194200	2015-02-28	15.7	A		
USGS	10194200	2015-03-01	16.5	A		
USGS	10194200	2015-03-02	17.3	A		
USGS	10194200	2015-03-03	16.3	A		
USGS	10194200	2015-03-04	13.7	A		
USGS	10194200	2015-03-05	13.6	A		
USGS	10194200	2015-03-06	15.5	A		
USGS	10194200	2015-03-07	15.8	A		
USGS	10194200	2015-03-08	17.1	A		
USGS	10194200	2015-03-09	18.3	A		
USGS	10194200	2015-03-10	18.4	A		
USGS	10194200	2015-03-11	19.3	A		
USGS	10194200	2015-03-12	18.0	A		
USGS	10194200	2015-03-13	18.6	A		
USGS	10194200	2015-03-14	19.0	A		
USGS	10194200	2015-03-15	19.8	A		
USGS	10194200	2015-03-16	21.2	A		
USGS	10194200	2015-03-17	22.1	A		
USGS	10194200	2015-03-18	24.0	A		
USGS	10194200	2015-03-19	24.0	A		
USGS	10194200	2015-03-20	23.8	A		
USGS	10194200	2015-03-21	24.4	A		
USGS	10194200	2015-03-22	24.6	A		
USGS	10194200	2015-03-23	24.6	A		
USGS	10194200	2015-03-24	24.2	A		
USGS	10194200	2015-03-25	23.7	A		
USGS	10194200	2015-03-26	22.9	A		
USGS	10194200	2015-03-27	22.3	A		
USGS	10194200	2015-03-28	22.9	A		
USGS	10194200	2015-03-29	24.0	A		
USGS	10194200	2015-03-30	25.8	A		
USGS	10194200	2015-03-31	28.0	A		
USGS	10194200	2015-04-01	29.7	A		
USGS	10194200	2015-04-02	30.0	A		
USGS	10194200	2015-04-03	28.4	A		
USGS	10194200	2015-04-04	26.9	A		
USGS	10194200	2015-04-05	26.0	A		
USGS	10194200	2015-04-06	24.9	A		
USGS	10194200	2015-04-07	24.5	A		
USGS	10194200	2015-04-08	24.3	A		
USGS	10194200	2015-04-09	22.9	A		
USGS	10194200	2015-04-10	23.0	A		
USGS	10194200	2015-04-11	22.6	A		
USGS	10194200	2015-04-12	22.4	A		
USGS	10194200	2015-04-13	22.7	A		
USGS	10194200	2015-04-14	22.9	A		
USGS	10194200	2015-04-15	25.0	A		
USGS	10194200	2015-04-16	25.2	A		
USGS	10194200	2015-04-17	24.4	A		
