# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-05 16:44:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09285900 STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 09285900
#            TS   parameter     statistic     Description
#        142904       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	142904_00060_00003	142904_00060_00003_cd
USGS	09285900	2004-10-26		
USGS	09285900	2004-10-27		
USGS	09285900	2004-10-28		
USGS	09285900	2004-10-29		
USGS	09285900	2004-10-30		
USGS	09285900	2004-10-31		
USGS	09285900	2004-11-01		
USGS	09285900	2004-11-02		
USGS	09285900	2004-11-03		
USGS	09285900	2004-11-04		
USGS	09285900	2004-11-05		
USGS	09285900	2004-11-06		
USGS	09285900	2004-11-07		
USGS	09285900	2004-11-08		
USGS	09285900	2004-11-09		
USGS	09285900	2004-11-10		
USGS	09285900	2004-11-11		
USGS	09285900	2004-11-12		
USGS	09285900	2004-11-13		
USGS	09285900	2004-11-14		
USGS	09285900	2004-11-15		
USGS	09285900	2004-11-16		
USGS	09285900	2004-11-17		
USGS	09285900	2004-11-18		
USGS	09285900	2004-11-19		
USGS	09285900	2004-11-20		
USGS	09285900	2004-11-21		
USGS	09285900	2004-11-22		
USGS	09285900	2004-11-23		
USGS	09285900	2004-11-24		
USGS	09285900	2004-11-25		
USGS	09285900	2004-11-26		
USGS	09285900	2004-11-27		
USGS	09285900	2004-11-28		
USGS	09285900	2004-11-29		
USGS	09285900	2004-11-30		
USGS	09285900	2004-12-01		
USGS	09285900	2004-12-02		
USGS	09285900	2004-12-03		
USGS	09285900	2004-12-04		
USGS	09285900	2004-12-05		
USGS	09285900	2004-12-06		
USGS	09285900	2004-12-07		
USGS	09285900	2004-12-08		
USGS	09285900	2004-12-09		
USGS	09285900	2004-12-10		
USGS	09285900	2004-12-11		
USGS	09285900	2004-12-12		
USGS	09285900	2004-12-13		
USGS	09285900	2004-12-14		
USGS	09285900	2004-12-15		
USGS	09285900	2004-12-16		
USGS	09285900	2004-12-17		
USGS	09285900	2004-12-18		
USGS	09285900	2004-12-19		
USGS	09285900	2004-12-20		
USGS	09285900	2004-12-21		
USGS	09285900	2004-12-22		
USGS	09285900	2004-12-23		
USGS	09285900	2004-12-24		
USGS	09285900	2004-12-25		
USGS	09285900	2004-12-26		
USGS	09285900	2004-12-27		
USGS	09285900	2004-12-28		
USGS	09285900	2004-12-29		
USGS	09285900	2004-12-30		
USGS	09285900	2004-12-31		
USGS	09285900	2005-01-01		
USGS	09285900	2005-01-02		
USGS	09285900	2005-01-03		
USGS	09285900	2005-01-04		
USGS	09285900	2005-01-05		
USGS	09285900	2005-01-06		
USGS	09285900	2005-01-07		
USGS	09285900	2005-01-08		
USGS	09285900	2005-01-09		
USGS	09285900	2005-01-10		
USGS	09285900	2005-01-11		
USGS	09285900	2005-01-12		
USGS	09285900	2005-01-13		
USGS	09285900	2005-01-14		
USGS	09285900	2005-01-15		
USGS	09285900	2005-01-16		
USGS	09285900	2005-01-17		
USGS	09285900	2005-01-18		
USGS	09285900	2005-01-19		
USGS	09285900	2005-01-20		
USGS	09285900	2005-01-21		
USGS	09285900	2005-01-22		
USGS	09285900	2005-01-23		
USGS	09285900	2005-01-24		
USGS	09285900	2005-01-25		
USGS	09285900	2005-01-26		
USGS	09285900	2005-01-27		
USGS	09285900	2005-01-28		
USGS	09285900	2005-01-29		
USGS	09285900	2005-01-30		
USGS	09285900	2005-01-31		
USGS	09285900	2005-02-01		
USGS	09285900	2005-02-02		
USGS	09285900	2005-02-03		
USGS	09285900	2005-02-04		
USGS	09285900	2005-02-05		
USGS	09285900	2005-02-06		
USGS	09285900	2005-02-07		
USGS	09285900	2005-02-08		
USGS	09285900	2005-02-09		
USGS	09285900	2005-02-10		
USGS	09285900	2005-02-11		
USGS	09285900	2005-02-12		
USGS	09285900	2005-02-13		
USGS	09285900	2005-02-14		
USGS	09285900	2005-02-15		
USGS	09285900	2005-02-16		
USGS	09285900	2005-02-17		
USGS	09285900	2005-02-18		
USGS	09285900	2005-02-19		
USGS	09285900	2005-02-20		
USGS	09285900	2005-02-21		
USGS	09285900	2005-02-22		
USGS	09285900	2005-02-23		
USGS	09285900	2005-02-24		
USGS	09285900	2005-02-25		
USGS	09285900	2005-02-26		
USGS	09285900	2005-02-27		
USGS	09285900	2005-02-28		
USGS	09285900	2005-03-01		
USGS	09285900	2005-03-02		
USGS	09285900	2005-03-03		
USGS	09285900	2005-03-04		
USGS	09285900	2005-03-05		
USGS	09285900	2005-03-06		
USGS	09285900	2005-03-07		
USGS	09285900	2005-03-08		
USGS	09285900	2005-03-09		
USGS	09285900	2005-03-10		
USGS	09285900	2005-03-11		
USGS	09285900	2005-03-12		
USGS	09285900	2005-03-13		
USGS	09285900	2005-03-14		
USGS	09285900	2005-03-15		
USGS	09285900	2005-03-16		
USGS	09285900	2005-03-17		
USGS	09285900	2005-03-18		
USGS	09285900	2005-03-19		
USGS	09285900	2005-03-20		
USGS	09285900	2005-03-21		
USGS	09285900	2005-03-22		
USGS	09285900	2005-03-23		
USGS	09285900	2005-03-24		
USGS	09285900	2005-03-25		
USGS	09285900	2005-03-26		
USGS	09285900	2005-03-27		
USGS	09285900	2005-03-28		
USGS	09285900	2005-03-29		
USGS	09285900	2005-03-30		
USGS	09285900	2005-03-31		
USGS	09285900	2005-04-01		
USGS	09285900	2005-04-02		
USGS	09285900	2005-04-03		
USGS	09285900	2005-04-04		
USGS	09285900	2005-04-05		
USGS	09285900	2005-04-06		
USGS	09285900	2005-04-07		
USGS	09285900	2005-04-08		
USGS	09285900	2005-04-09		
USGS	09285900	2005-04-10		
USGS	09285900	2005-04-11		
USGS	09285900	2005-04-12		
USGS	09285900	2005-04-13		
USGS	09285900	2005-04-14		
USGS	09285900	2005-04-15		
USGS	09285900	2005-04-16		
USGS	09285900	2005-04-17		
USGS	09285900	2005-04-18		
USGS	09285900	2005-04-19		
USGS	09285900	2005-04-20		
USGS	09285900	2005-04-21		
USGS	09285900	2005-04-22		
USGS	09285900	2005-04-23		
USGS	09285900	2005-04-24		
USGS	09285900	2005-04-25		
USGS	09285900	2005-04-26		
USGS	09285900	2005-04-27		
USGS	09285900	2005-04-28		
USGS	09285900	2005-04-29		
USGS	09285900	2005-04-30		
USGS	09285900	2005-05-01		
USGS	09285900	2005-05-02		
USGS	09285900	2005-05-03		
USGS	09285900	2005-05-04		
USGS	09285900	2005-05-05		
USGS	09285900	2005-05-06		
USGS	09285900	2005-05-07		
USGS	09285900	2005-05-08		
USGS	09285900	2005-05-09		
USGS	09285900	2005-05-10		
USGS	09285900	2005-05-11		
USGS	09285900	2005-05-12		
USGS	09285900	2005-05-13		
USGS	09285900	2005-05-14		
USGS	09285900	2005-05-15		
USGS	09285900	2005-05-16		
USGS	09285900	2005-05-17		
USGS	09285900	2005-05-18		
USGS	09285900	2005-05-19		
USGS	09285900	2005-05-20		
USGS	09285900	2005-05-21		
USGS	09285900	2005-05-22		
USGS	09285900	2005-05-23		
USGS	09285900	2005-05-24		
USGS	09285900	2005-05-25		
USGS	09285900	2005-05-26		
USGS	09285900	2005-05-27		
USGS	09285900	2005-05-28		
USGS	09285900	2005-05-29		
USGS	09285900	2005-05-30		
USGS	09285900	2005-05-31		
USGS	09285900	2005-06-01		
USGS	09285900	2005-06-02		
USGS	09285900	2005-06-03		
USGS	09285900	2005-06-04		
USGS	09285900	2005-06-05		
USGS	09285900	2005-06-06		
USGS	09285900	2005-06-07		
USGS	09285900	2005-06-08		
USGS	09285900	2005-06-09		
USGS	09285900	2005-06-10		
USGS	09285900	2005-06-11		
USGS	09285900	2005-06-12		
USGS	09285900	2005-06-13		
USGS	09285900	2005-06-14		
USGS	09285900	2005-06-15		
USGS	09285900	2005-06-16		
USGS	09285900	2005-06-17		
USGS	09285900	2005-06-18		
USGS	09285900	2005-06-19		
USGS	09285900	2005-06-20		
USGS	09285900	2005-06-21		
USGS	09285900	2005-06-22		
USGS	09285900	2005-06-23		
USGS	09285900	2005-06-24		
USGS	09285900	2005-06-25		
USGS	09285900	2005-06-26		
USGS	09285900	2005-06-27		
USGS	09285900	2005-06-28		
USGS	09285900	2005-06-29		
USGS	09285900	2005-06-30		
USGS	09285900	2005-07-01		
USGS	09285900	2005-07-02		
USGS	09285900	2005-07-03		
USGS	09285900	2005-07-04		
USGS	09285900	2005-07-05		
USGS	09285900	2005-07-06		
USGS	09285900	2005-07-07		
USGS	09285900	2005-07-08		
USGS	09285900	2005-07-09		
USGS	09285900	2005-07-10		
USGS	09285900	2005-07-11		
USGS	09285900	2005-07-12		
USGS	09285900	2005-07-13		
USGS	09285900	2005-07-14		
USGS	09285900	2005-07-15		
USGS	09285900	2005-07-16		
USGS	09285900	2005-07-17		
USGS	09285900	2005-07-18		
USGS	09285900	2005-07-19		
USGS	09285900	2005-07-20		
USGS	09285900	2005-07-21		
USGS	09285900	2005-07-22		
USGS	09285900	2005-07-23		
USGS	09285900	2005-07-24		
USGS	09285900	2005-07-25		
USGS	09285900	2005-07-26		
USGS	09285900	2005-07-27		
USGS	09285900	2005-07-28		
USGS	09285900	2005-07-29		
USGS	09285900	2005-07-30		
USGS	09285900	2005-07-31		
USGS	09285900	2005-08-01		
USGS	09285900	2005-08-02		
USGS	09285900	2005-08-03		
USGS	09285900	2005-08-04		
USGS	09285900	2005-08-05		
USGS	09285900	2005-08-06		
USGS	09285900	2005-08-07		
USGS	09285900	2005-08-08		
USGS	09285900	2005-08-09		
USGS	09285900	2005-08-10		
USGS	09285900	2005-08-11		
USGS	09285900	2005-08-12		
USGS	09285900	2005-08-13		
USGS	09285900	2005-08-14		
USGS	09285900	2005-08-15		
USGS	09285900	2005-08-16		
USGS	09285900	2005-08-17		
USGS	09285900	2005-08-18		
USGS	09285900	2005-08-19		
USGS	09285900	2005-08-20		
USGS	09285900	2005-08-21		
USGS	09285900	2005-08-22		
USGS	09285900	2005-08-23		
USGS	09285900	2005-08-24		
USGS	09285900	2005-08-25		
USGS	09285900	2005-08-26		
USGS	09285900	2005-08-27		
USGS	09285900	2005-08-28		
USGS	09285900	2005-08-29		
USGS	09285900	2005-08-30		
USGS	09285900	2005-08-31		
USGS	09285900	2005-09-01		
USGS	09285900	2005-09-02		
USGS	09285900	2005-09-03		
USGS	09285900	2005-09-04		
USGS	09285900	2005-09-05		
USGS	09285900	2005-09-06		
USGS	09285900	2005-09-07		
USGS	09285900	2005-09-08		
USGS	09285900	2005-09-09		
USGS	09285900	2005-09-10		
USGS	09285900	2005-09-11		
USGS	09285900	2005-09-12		
USGS	09285900	2005-09-13		
USGS	09285900	2005-09-14		
USGS	09285900	2005-09-15		
USGS	09285900	2005-09-16		
USGS	09285900	2005-09-17		
USGS	09285900	2005-09-18		
USGS	09285900	2005-09-19		
USGS	09285900	2005-09-20		
USGS	09285900	2005-09-21		
USGS	09285900	2005-09-22		
USGS	09285900	2005-09-23		
USGS	09285900	2005-09-24		
USGS	09285900	2005-09-25		
USGS	09285900	2005-09-26		
USGS	09285900	2005-09-27		
USGS	09285900	2005-09-28		
USGS	09285900	2005-09-29		
USGS	09285900	2005-09-30		
USGS	09285900	2005-10-01		
USGS	09285900	2005-10-02		
USGS	09285900	2005-10-03		
USGS	09285900	2005-10-04		
USGS	09285900	2005-10-05		
USGS	09285900	2005-10-06		
USGS	09285900	2005-10-07		
USGS	09285900	2005-10-08		
USGS	09285900	2005-10-09		
USGS	09285900	2005-10-10		
USGS	09285900	2005-10-11		
USGS	09285900	2005-10-12		
USGS	09285900	2005-10-13		
USGS	09285900	2005-10-14		
USGS	09285900	2005-10-15		
USGS	09285900	2005-10-16		
USGS	09285900	2005-10-17		
USGS	09285900	2005-10-18		
USGS	09285900	2005-10-19		
USGS	09285900	2005-10-20		
USGS	09285900	2005-10-21	38.1	A
USGS	09285900	2005-10-22	38.1	A
USGS	09285900	2005-10-23	38.2	A
USGS	09285900	2005-10-24	38.3	A
USGS	09285900	2005-10-25	38.8	A
USGS	09285900	2005-10-26	38.5	A
USGS	09285900	2005-10-27	37.8	A
USGS	09285900	2005-10-28	39.5	A
USGS	09285900	2005-10-29	39.0	A
USGS	09285900	2005-10-30	38.5	A
USGS	09285900	2005-10-31	38.0	A
USGS	09285900	2005-11-01	38.2	A
USGS	09285900	2005-11-02	38.9	A
USGS	09285900	2005-11-03	38.4	A
USGS	09285900	2005-11-04	38.5	A
USGS	09285900	2005-11-05	38.8	A
USGS	09285900	2005-11-06	38.6	A
USGS	09285900	2005-11-07	38.4	A
USGS	09285900	2005-11-08	37.3	A
USGS	09285900	2005-11-09	36.9	A
USGS	09285900	2005-11-10	37.5	A
USGS	09285900	2005-11-11	39.0	A
USGS	09285900	2005-11-12	38.6	A
USGS	09285900	2005-11-13	38.7	A
USGS	09285900	2005-11-14	39.0	A
USGS	09285900	2005-11-15	38.2	A
USGS	09285900	2005-11-16	38.2	A
USGS	09285900	2005-11-17	37.9	A
USGS	09285900	2005-11-18	37.9	A
USGS	09285900	2005-11-19	37.9	A
USGS	09285900	2005-11-20	37.4	A
USGS	09285900	2005-11-21	37.1	A
USGS	09285900	2005-11-22	37.1	A
USGS	09285900	2005-11-23	39.0	A
USGS	09285900	2005-11-24	38.6	A
USGS	09285900	2005-11-25	36.2	A
USGS	09285900	2005-11-26	37.0	A:e
USGS	09285900	2005-11-27	36.0	A:e
USGS	09285900	2005-11-28	36.0	A:e
USGS	09285900	2005-11-29	36.0	A:e
USGS	09285900	2005-11-30	35.0	A:e
USGS	09285900	2005-12-01	35.0	A:e
USGS	09285900	2005-12-02	36.0	A:e
USGS	09285900	2005-12-03	36.0	A:e
USGS	09285900	2005-12-04	36.0	A:e
USGS	09285900	2005-12-05	37.0	A:e
USGS	09285900	2005-12-06	37.0	A:e
USGS	09285900	2005-12-07	38.0	A:e
USGS	09285900	2005-12-08	39.0	A:e
USGS	09285900	2005-12-09	40.0	A:e
USGS	09285900	2005-12-10	42.0	A:e
USGS	09285900	2005-12-11	41.0	A:e
USGS	09285900	2005-12-12	41.0	A:e
USGS	09285900	2005-12-13	40.0	A:e
USGS	09285900	2005-12-14	40.0	A:e
USGS	09285900	2005-12-15	40.0	A:e
USGS	09285900	2005-12-16	39.0	A:e
USGS	09285900	2005-12-17	38.0	A:e
USGS	09285900	2005-12-18	38.0	A:e
USGS	09285900	2005-12-19	38.0	A:e
USGS	09285900	2005-12-20	38.0	A:e
USGS	09285900	2005-12-21	37.0	A:e
USGS	09285900	2005-12-22	37.0	A:e
USGS	09285900	2005-12-23	36.0	A:e
USGS	09285900	2005-12-24	35.0	A:e
USGS	09285900	2005-12-25	34.0	A:e
USGS	09285900	2005-12-26	33.0	A:e
USGS	09285900	2005-12-27	34.0	A:e
USGS	09285900	2005-12-28	34.0	A:e
USGS	09285900	2005-12-29	35.0	A:e
USGS	09285900	2005-12-30	35.0	A:e
USGS	09285900	2005-12-31	35.0	A:e
USGS	09285900	2006-01-01	35.0	A:e
USGS	09285900	2006-01-02	36.0	A:e
USGS	09285900	2006-01-03	36.0	A:e
USGS	09285900	2006-01-04	36.0	A:e
USGS	09285900	2006-01-05	36.0	A:e
USGS	09285900	2006-01-06	35.0	A:e
USGS	09285900	2006-01-07	35.0	A:e
USGS	09285900	2006-01-08	35.0	A:e
USGS	09285900	2006-01-09	37.0	A:e
USGS	09285900	2006-01-10	36.0	A:e
USGS	09285900	2006-01-11	35.0	A:e
USGS	09285900	2006-01-12	32.0	A:e
USGS	09285900	2006-01-13	33.0	A:e
USGS	09285900	2006-01-14	34.0	A:e
USGS	09285900	2006-01-15	34.0	A:e
USGS	09285900	2006-01-16	34.0	A:e
USGS	09285900	2006-01-17	33.0	A:e
USGS	09285900	2006-01-18	33.0	A:e
USGS	09285900	2006-01-19	32.0	A:e
USGS	09285900	2006-01-20	33.0	A:e
USGS	09285900	2006-01-21	32.0	A:e
USGS	09285900	2006-01-22	32.0	A:e
USGS	09285900	2006-01-23	32.0	A:e
USGS	09285900	2006-01-24	32.0	A:e
USGS	09285900	2006-01-25	31.0	A:e
USGS	09285900	2006-01-26	31.0	A:e
USGS	09285900	2006-01-27	31.7	A
USGS	09285900	2006-01-28	34.0	A
USGS	09285900	2006-01-29	31.8	A
USGS	09285900	2006-01-30	31.7	A
USGS	09285900	2006-01-31	32.1	A
USGS	09285900	2006-02-01	31.0	A:e
USGS	09285900	2006-02-02	30.0	A:e
USGS	09285900	2006-02-03	29.0	A:e
USGS	09285900	2006-02-04	31.0	A:e
USGS	09285900	2006-02-05	31.0	A:e
USGS	09285900	2006-02-06	32.0	A:e
USGS	09285900	2006-02-07	31.0	A:e
USGS	09285900	2006-02-08	31.1	A
USGS	09285900	2006-02-09	30.8	A
USGS	09285900	2006-02-10	30.0	A:e
USGS	09285900	2006-02-11	31.0	A:e
USGS	09285900	2006-02-12	31.0	A:e
USGS	09285900	2006-02-13	30.0	A:e
USGS	09285900	2006-02-14	30.0	A:e
USGS	09285900	2006-02-15	31.0	A:e
USGS	09285900	2006-02-16	31.0	A:e
USGS	09285900	2006-02-17	32.0	A:e
USGS	09285900	2006-02-18	31.0	A:e
USGS	09285900	2006-02-19	31.0	A:e
USGS	09285900	2006-02-20	30.0	A:e
USGS	09285900	2006-02-21	30.0	A:e
USGS	09285900	2006-02-22	30.0	A:e
USGS	09285900	2006-02-23	30.0	A:e
USGS	09285900	2006-02-24	30.8	A
USGS	09285900	2006-02-25	30.8	A
USGS	09285900	2006-02-26	31.2	A
USGS	09285900	2006-02-27	31.5	A
USGS	09285900	2006-02-28	32.8	A
USGS	09285900	2006-03-01	33.5	A
USGS	09285900	2006-03-02	32.9	A
USGS	09285900	2006-03-03	33.3	A
USGS	09285900	2006-03-04	33.1	A
USGS	09285900	2006-03-05	32.1	A
USGS	09285900	2006-03-06	32.8	A
USGS	09285900	2006-03-07	33.0	A
USGS	09285900	2006-03-08	32.2	A
USGS	09285900	2006-03-09	32.0	A
USGS	09285900	2006-03-10	32.1	A
USGS	09285900	2006-03-11	31.9	A
USGS	09285900	2006-03-12	32.4	A
USGS	09285900	2006-03-13	33.3	A
USGS	09285900	2006-03-14	33.2	A
USGS	09285900	2006-03-15	33.1	A
USGS	09285900	2006-03-16	31.7	A
USGS	09285900	2006-03-17	32.8	A
USGS	09285900	2006-03-18	32.8	A
USGS	09285900	2006-03-19	32.9	A
USGS	09285900	2006-03-20	32.2	A
USGS	09285900	2006-03-21	32.7	A
USGS	09285900	2006-03-22	31.2	A
USGS	09285900	2006-03-23	31.6	A
USGS	09285900	2006-03-24	32.1	A
USGS	09285900	2006-03-25	32.9	A
USGS	09285900	2006-03-26	33.5	A
USGS	09285900	2006-03-27	32.7	A
USGS	09285900	2006-03-28	33.1	A
USGS	09285900	2006-03-29	35.3	A
USGS	09285900	2006-03-30	33.6	A
USGS	09285900	2006-03-31	33.3	A
USGS	09285900	2006-04-01	35.0	A
USGS	09285900	2006-04-02	38.9	A
USGS	09285900	2006-04-03	39.4	A
USGS	09285900	2006-04-04	39.6	A
USGS	09285900	2006-04-05	42.0	A
USGS	09285900	2006-04-06	42.4	A
USGS	09285900	2006-04-07	42.0	A
USGS	09285900	2006-04-08	41.7	A
USGS	09285900	2006-04-09	41.9	A
USGS	09285900	2006-04-10	42.1	A
USGS	09285900	2006-04-11	41.8	A
USGS	09285900	2006-04-12	42.2	A
USGS	09285900	2006-04-13	42.4	A
USGS	09285900	2006-04-14	42.8	A
USGS	09285900	2006-04-15	43.9	A
USGS	09285900	2006-04-16	43.7	A
USGS	09285900	2006-04-17	44.7	A
USGS	09285900	2006-04-18	45.3	A
USGS	09285900	2006-04-19	45.5	A
USGS	09285900	2006-04-20	45.0	A
USGS	09285900	2006-04-21	44.7	A
USGS	09285900	2006-04-22	44.7	A
USGS	09285900	2006-04-23	44.7	A
USGS	09285900	2006-04-24	48.3	A
USGS	09285900	2006-04-25	52.7	A
USGS	09285900	2006-04-26	52.2	A
USGS	09285900	2006-04-27	53.7	A
USGS	09285900	2006-04-28	57.7	A
USGS	09285900	2006-04-29	61.8	A
USGS	09285900	2006-04-30	66.8	A
USGS	09285900	2006-05-01	74.2	A
USGS	09285900	2006-05-02	82.3	A
USGS	09285900	2006-05-03	92.7	A
USGS	09285900	2006-05-04	102	A
USGS	09285900	2006-05-05	108	A
USGS	09285900	2006-05-06	107	A
USGS	09285900	2006-05-07	104	A
USGS	09285900	2006-05-08	111	A
USGS	09285900	2006-05-09	120	A
USGS	09285900	2006-05-10	124	A
USGS	09285900	2006-05-11	150	A
USGS	09285900	2006-05-12	202	A
USGS	09285900	2006-05-13	282	A
USGS	09285900	2006-05-14	326	A
USGS	09285900	2006-05-15	378	A
USGS	09285900	2006-05-16	397	A
USGS	09285900	2006-05-17	431	A
USGS	09285900	2006-05-18	385	A
USGS	09285900	2006-05-19	350	A
USGS	09285900	2006-05-20	329	A
USGS	09285900	2006-05-21	293	A
USGS	09285900	2006-05-22	257	A
USGS	09285900	2006-05-23	219	A
USGS	09285900	2006-05-24	184	A
USGS	09285900	2006-05-25	172	A
USGS	09285900	2006-05-26	161	A
USGS	09285900	2006-05-27	152	A
USGS	09285900	2006-05-28	147	A
USGS	09285900	2006-05-29	141	A
USGS	09285900	2006-05-30	132	A
USGS	09285900	2006-05-31	126	A
USGS	09285900	2006-06-01	119	A
USGS	09285900	2006-06-02	114	A
USGS	09285900	2006-06-03	111	A
USGS	09285900	2006-06-04	107	A
USGS	09285900	2006-06-05	105	A
USGS	09285900	2006-06-06	102	A
USGS	09285900	2006-06-07	100	A
USGS	09285900	2006-06-08	99.9	A
USGS	09285900	2006-06-09	98.5	A
USGS	09285900	2006-06-10	97.7	A
USGS	09285900	2006-06-11	92.6	A
USGS	09285900	2006-06-12	89.3	A
USGS	09285900	2006-06-13	87.6	A
USGS	09285900	2006-06-14	86.5	A
USGS	09285900	2006-06-15	85.8	A
USGS	09285900	2006-06-16	85.6	A
USGS	09285900	2006-06-17	83.0	A
USGS	09285900	2006-06-18	80.1	A
USGS	09285900	2006-06-19	77.8	A
USGS	09285900	2006-06-20	76.6	A
USGS	09285900	2006-06-21	75.5	A
USGS	09285900	2006-06-22	73.4	A
USGS	09285900	2006-06-23	72.1	A
USGS	09285900	2006-06-24	70.2	A
USGS	09285900	2006-06-25	68.7	A
USGS	09285900	2006-06-26	67.9	A
USGS	09285900	2006-06-27	67.5	A
USGS	09285900	2006-06-28	66.1	A
USGS	09285900	2006-06-29	65.8	A
USGS	09285900	2006-06-30	65.7	A
USGS	09285900	2006-07-01	65.3	A
USGS	09285900	2006-07-02	63.6	A
USGS	09285900	2006-07-03	63.4	A
USGS	09285900	2006-07-04	63.4	A
USGS	09285900	2006-07-05	63.0	A
USGS	09285900	2006-07-06	62.3	A
USGS	09285900	2006-07-07	62.8	A
USGS	09285900	2006-07-08	60.4	A
USGS	09285900	2006-07-09	60.4	A
USGS	09285900	2006-07-10	58.3	A
USGS	09285900	2006-07-11	57.7	A
USGS	09285900	2006-07-12	55.9	A
USGS	09285900	2006-07-13	54.8	A
USGS	09285900	2006-07-14	53.8	A
USGS	09285900	2006-07-15	52.1	A
USGS	09285900	2006-07-16	51.0	A
USGS	09285900	2006-07-17	51.3	A
USGS	09285900	2006-07-18	51.6	A
USGS	09285900	2006-07-19	47.9	A
USGS	09285900	2006-07-20	51.8	A
USGS	09285900	2006-07-21	53.0	A
USGS	09285900	2006-07-22	53.4	A
USGS	09285900	2006-07-23	52.2	A
USGS	09285900	2006-07-24	52.3	A
USGS	09285900	2006-07-25	52.5	A
USGS	09285900	2006-07-26	53.0	A
USGS	09285900	2006-07-27	50.9	A
USGS	09285900	2006-07-28	49.9	A
USGS	09285900	2006-07-29	50.1	A
USGS	09285900	2006-07-30	49.6	A
USGS	09285900	2006-07-31	50.1	A
USGS	09285900	2006-08-01	54.0	A
USGS	09285900	2006-08-02	52.6	A
USGS	09285900	2006-08-03	52.3	A
USGS	09285900	2006-08-04	51.1	A
USGS	09285900	2006-08-05	50.5	A
USGS	09285900	2006-08-06	53.1	A
USGS	09285900	2006-08-07	53.8	A
USGS	09285900	2006-08-08	51.0	A
USGS	09285900	2006-08-09	49.3	A
USGS	09285900	2006-08-10	48.7	A
USGS	09285900	2006-08-11	48.3	A
USGS	09285900	2006-08-12	48.3	A
USGS	09285900	2006-08-13	48.9	A
USGS	09285900	2006-08-14	49.5	A
USGS	09285900	2006-08-15	50.7	A
USGS	09285900	2006-08-16	51.2	A
USGS	09285900	2006-08-17	49.6	A
USGS	09285900	2006-08-18	49.1	A
USGS	09285900	2006-08-19	48.9	A
USGS	09285900	2006-08-20	49.0	A
USGS	09285900	2006-08-21	48.6	A
USGS	09285900	2006-08-22	48.2	A
USGS	09285900	2006-08-23	48.2	A
USGS	09285900	2006-08-24	48.3	A
USGS	09285900	2006-08-25	48.7	A
USGS	09285900	2006-08-26	48.9	A
USGS	09285900	2006-08-27	48.4	A
USGS	09285900	2006-08-28	47.3	A
USGS	09285900	2006-08-29	46.8	A
USGS	09285900	2006-08-30	46.4	A
USGS	09285900	2006-08-31	46.3	A
USGS	09285900	2006-09-01	46.2	A
USGS	09285900	2006-09-02	46.4	A
USGS	09285900	2006-09-03	46.5	A
USGS	09285900	2006-09-04	46.4	A
USGS	09285900	2006-09-05	46.4	A
USGS	09285900	2006-09-06	46.8	A
USGS	09285900	2006-09-07	46.8	A
USGS	09285900	2006-09-08	48.7	A
USGS	09285900	2006-09-09	48.8	A
USGS	09285900	2006-09-10	49.6	A
USGS	09285900	2006-09-11	47.8	A
USGS	09285900	2006-09-12	46.9	A
USGS	09285900	2006-09-13	47.0	A
USGS	09285900	2006-09-14	47.2	A
USGS	09285900	2006-09-15	48.4	A
USGS	09285900	2006-09-16	49.0	A
USGS	09285900	2006-09-17	48.3	A
USGS	09285900	2006-09-18	47.6	A
USGS	09285900	2006-09-19	47.2	A
USGS	09285900	2006-09-20	48.0	A
USGS	09285900	2006-09-21	47.6	A
USGS	09285900	2006-09-22	49.6	A
USGS	09285900	2006-09-23	48.5	A
USGS	09285900	2006-09-24	47.8	A
USGS	09285900	2006-09-25	47.4	A
USGS	09285900	2006-09-26	47.0	A:e
USGS	09285900	2006-09-27	48.0	A:e
USGS	09285900	2006-09-28	48.0	A:e
USGS	09285900	2006-09-29	47.0	A:e
USGS	09285900	2006-09-30	48.0	A:e
USGS	09285900	2006-10-01	47.6	A
USGS	09285900	2006-10-02	39.8	A
USGS	09285900	2006-10-03	40.0	A
USGS	09285900	2006-10-04	38.7	A
USGS	09285900	2006-10-05	39.4	A
USGS	09285900	2006-10-06	41.2	A
USGS	09285900	2006-10-07	39.4	A
USGS	09285900	2006-10-08	36.3	A
USGS	09285900	2006-10-09	37.7	A
USGS	09285900	2006-10-10	36.9	A
USGS	09285900	2006-10-11	35.6	A
USGS	09285900	2006-10-12	36.0	A
USGS	09285900	2006-10-13	35.9	A
USGS	09285900	2006-10-14	35.5	A
USGS	09285900	2006-10-15	34.8	A
USGS	09285900	2006-10-16	35.3	A
